Initial Setting;number of classes;Number of attributes;Number of references;Max hierarchical concatenation;Max DIT;Maintainability;Understandability;Complexity;Reusability;
http://example.com/abcd;4.0;3.0;0.0;0.0;3.0;2.0;1.0;4.0;0.0;
http://example.com/abcd;4.0;3.0;0.0;0.0;3.0;2.0;1.0;4.0;0.0;
