Initial Setting;number of classes;Number of attributes;Number of references;Max hierarchical concatenation;Max DIT;Maintainability;Understandability;Complexity;Reusability;
http://www.kermeta.org/featureDiagram;15.0;15.0;9.0;2.0;2.0;8.6;2.4666667;32.466667;0.5;
platform:/resource/JETTransformation/metamodel/rdl.xsd;17.0;18.0;43.0;0.0;2.0;16.0;1.0;1.0;0.0;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/inheritancemapping;9.0;2.0;13.0;2.0;1.0;5.4;1.6666666;3.6666665;0.4642857;
NHSM;3.0;4.0;1.0;0.0;1.0;1.8;1.0;3.0;0.0;
http://eclipse.org/ocl/impactananalyzer/example/sac;6.0;3.0;2.0;1.0;2.0;2.8;1.6666666;2.6666665;0.2857143;
salesystem;4.0;2.0;2.0;1.0;1.0;2.0;1.5;1.5;0.33333334;
http://www.kermeta.org/fsmSample;4.0;10.0;5.0;0.0;2.0;4.2;1.0;8.0;0.0;
http://petrinet2/1.0;3.0;4.0;2.0;0.0;1.0;2.0;1.0;3.0;0.0;
http://www.visualization.snomed/dsl/VisualizationDsl;6.0;8.0;2.0;0.0;2.0;3.6;1.0;1.0;0.0;
platform:/resource/se.eskilson.vcproj/vcproj.xsd;16.0;24.0;29.0;0.0;3.0;14.4;1.0;1.0;0.0;
http:///emof.ecore;19.0;19.0;14.0;5.0;2.0;11.8;3.8947368;39.894737;0.63736266;
http://www.eclipse.org/mongoemf/SQLQuery;23.0;6.0;21.0;2.0;1.0;10.6;1.8695652;1.8695652;0.06896552;
urn:switchyard-config:validate:1.0;6.0;8.0;9.0;1.0;2.0;5.2;1.3333334;1.3333334;0.10526316;
http://com.github.funthomas424242/language/gedcoml;15.0;16.0;24.0;1.0;5.0;12.2;1.3333334;8.333333;0.16666667;
http://www.eclipse.org/xtext/example/gmf/Entities;8.0;6.0;4.0;1.0;1.0;4.0;1.5;4.5;0.375;
http://www.big.tuwien.ac.at/me/ws11/sooml;23.0;32.0;5.0;2.0;4.0;13.2;1.9130435;28.913044;0.3272727;
http://www.ustok.org/checklist/cfg/Checklist;3.0;3.0;5.0;0.0;1.0;2.4;1.0;1.0;0.0;
http://www.eclipse.org/dltk/tcl/activestatedebugger.ecore;7.0;1.0;6.0;2.0;1.0;3.4;1.8571428;1.8571428;0.46153846;
http://irit.fr/umlconfiguration;19.0;24.0;10.0;3.0;6.0;12.4;2.1578948;4.157895;0.24444444;
http://libraryinteractionmodel/1.0;11.0;16.0;13.0;0.0;5.0;9.0;1.0;11.0;0.0;
http://www.tadp.edu/firewall/Firewalll;6.0;3.0;6.0;1.0;2.0;3.6;1.3333334;1.3333334;0.0;
http://www.obeonetwork.org/dsl/requirement/1.0;4.0;9.0;12.0;1.0;1.0;5.4;1.75;19.75;0.125;
http://www.tid.es/cim;160.0;77.0;452.0;8.0;4.0;140.2;5.01875;67.01875;0.85979325;
lexer/1.0;9.0;1.0;18.0;2.0;1.0;6.2;1.5555556;1.5555556;0.4722222;
http://selfletbehavior/1.0;12.0;9.0;9.0;1.0;1.0;6.4;1.5;17.5;0.55;
http://www.puppetlabs.com/geppetto/1.0.0/PPTP;17.0;9.0;13.0;4.0;1.0;8.8;3.5882354;4.5882354;0.72839504;
http://www.bestsolution.at/efxclipse/tooling/decora/DecoraDsl;34.0;61.0;12.0;2.0;5.0;22.8;1.117647;1.117647;0.0;
http://www.kermeta.org/kmLogo;29.0;19.0;3.0;3.0;2.0;11.2;2.862069;9.862069;0.43589744;
http://www.eclipse.org/MoDisco/kdm;300.0;268.0;59.0;8.0;6.0;128.2;5.6466665;208.64667;0.92381173;
http://yucuk/1.0;2.0;1.0;2.0;0.0;1.0;1.2;1.0;2.0;0.0;
http://www.eclipse.org/etrice/core/etphys/ETPhys;8.0;12.0;19.0;0.0;2.0;8.2;1.0;3.0;0.0;
https://github.com/rasztasd/ofbiz-eclipse-project-explorer;41.0;52.0;38.0;5.0;1.0;27.4;2.707317;127.70731;0.67153287;
dk.itu.oclExamples;2.0;2.0;2.0;0.0;0.0;1.2;1.0;6.0;0.0;
http://www.eclipse.org/e4/tm/examples/library/lib.ecore;7.0;8.0;4.0;1.0;3.0;4.6;1.2857143;4.285714;0.14285715;
simple_metrics;2.0;1.0;3.0;0.0;1.0;1.4;1.0;1.0;0.0;
http://www.w3.org/1999/XSL/Format;57.0;420.0;7933.0;0.0;4.0;1682.8;1.0;1.0;0.0;
http://nam.ece.upatras.gr/broker;62.0;76.0;63.0;3.0;6.0;42.0;1.967742;55.967743;0.6117318;
http://master/exercise/PetriNet;5.0;4.0;3.0;1.0;1.0;2.8;1.4;3.4;0.22222222;
http://sigmax.nl/smp/sigmaxapp/1.0;9.0;6.0;14.0;1.0;2.0;6.4;1.5555556;7.5555553;0.5;
fr.irisa.testK3/AbstractUI;7.0;2.0;7.0;2.0;0.0;3.6;2.2857144;7.285714;0.4;
http://org.eclipse.jst.jsf.common.metadata/metadata.ecore;5.0;5.0;8.0;1.0;1.0;4.0;1.4;2.4;0.4347826;
http://data.internal.stem.eclipse.org/generatedplugin;4.0;3.0;26.0;0.0;2.0;7.0;1.0;1.0;0.0;
http://www.informatik.hu-berlin.de/sam/dbl;165.0;123.0;26.0;9.0;4.0;65.4;5.0848484;17.084848;0.72859746;
http://agentlab.ru/models/dsl15926/2012/08;13.0;25.0;7.0;3.0;2.0;10.0;1.9230769;45.923077;0.33333334;
http://www.omg.org/spec/ReqIF/20110401/reqif.xsd;48.0;53.0;32.0;4.0;3.0;28.0;2.8125;28.8125;0.6692607;
http://inf.mit.bme.hu/donat/incquery-deps/cp1model;7.0;7.0;9.0;1.0;3.0;5.4;1.5714285;3.5714285;0.2;
http://eclipse.org/emf/ecp/common/model/workspaceModel;2.0;4.0;0.0;0.0;2.0;1.6;1.0;8.0;0.0;
http://storedscript/1.0;5.0;7.0;5.0;1.0;1.0;3.8;1.2;17.2;0.25;
flow_diagrams_without_edge;3.0;3.0;2.0;1.0;1.0;2.0;1.3333334;7.3333335;0.2857143;
http://www.hishidama.jp/xtext/afw/flow_dsl/FlowDsl;12.0;12.0;20.0;1.0;2.0;9.4;1.1666666;4.1666665;0.05882353;
http://www.emftext.org/language/aterms;7.0;4.0;3.0;2.0;1.0;3.4;1.8571428;1.8571428;0.0;
http://www.eclipse.org/nebula.ecore;55.0;17.0;49.0;7.0;2.0;26.0;4.3454547;9.345455;0.86558044;
http://www.eclipselabs.org/socnet;3.0;4.0;3.0;0.0;1.0;2.2;1.0;7.0;0.0;
http://org/ai4fm/proofprocess/v1.0.0.10;16.0;21.0;7.0;1.0;3.0;9.6;1.25;4.25;0.125;
highway;11.0;13.0;14.0;1.0;3.0;8.4;1.4545455;9.454546;0.37209302;
http://irit.fr/visualdiagnostic;3.0;1.0;3.0;1.0;1.0;1.8;1.6666666;1.6666666;0.33333334;
http://remus-software.org/marketplace/daos;5.0;5.0;4.0;1.0;2.0;3.4;1.2;3.2;0.25;
http://www.w3.org/2002/xforms;13.0;15.0;6.0;1.0;3.0;7.6;1.2307693;1.2307693;0.125;
http://www.sdu.dk/mmmi/tjep/TJ;36.0;39.0;22.0;4.0;3.0;20.8;1.8888888;10.888889;0.2278481;
http://reuseware.org/coconut/office2;7.0;5.0;2.0;3.0;1.0;3.6;2.7142856;10.714286;0.5882353;
http:///org/generationcp/model/core/identification.ecore;68.0;96.0;37.0;5.0;4.0;42.0;3.6176472;146.61765;0.789557;
http://genericity/language/gcomponent/report;1.0;1.0;2.0;0.0;1.0;1.0;1.0;2.0;0.0;
http://org/eclipse/emf/ecp/scrum;8.0;3.0;13.0;1.0;1.0;5.2;1.625;3.625;0.57894737;
http:///buildingsmart.ifc.ecore;801.0;582.0;1472.0;9.0;5.0;573.8;4.6154804;1006.6155;0.7202016;
http://ompp.org/cdo;2.0;0.0;8.0;0.0;0.0;2.0;1.0;1.0;0.0;
http://www.sourcepit.org/common/modeling/0.1;7.0;9.0;5.0;2.0;1.0;4.8;1.4285715;7.4285717;0.1764706;
http://webpage/1.0;4.0;3.0;11.0;0.0;3.0;4.2;1.0;1.0;0.0;
http://www.eclipse.org/modeling/pushbuttonbuild/1.0.0;3.0;5.0;10.0;0.0;1.0;3.8;1.0;1.0;0.0;
http://www.eclipse.org/emf/compare/epatch/0.1;14.0;17.0;19.0;2.0;3.0;11.0;1.7142857;7.714286;0.25;
http://maven.apache.org/METADATA/1.0.0;4.0;5.0;8.0;0.0;2.0;3.8;1.0;1.0;0.0;
http://www.emftext.org/language/pico;15.0;17.0;7.0;1.0;2.0;8.4;1.6666666;3.6666665;0.0;
http://org.ow2.mindEd/ide.ecore/0.2.0;15.0;18.0;15.0;3.0;1.0;10.4;2.4;42.4;0.6886792;
http://www.eclipse.org/emf/compare/match/1.1;7.0;13.0;6.0;2.0;2.0;6.0;1.4285715;9.428572;0.24;
http://www.transformr.org;24.0;20.0;3.0;4.0;2.0;10.6;2.5416667;11.541667;0.5576923;
http://www.xtext.org/example/iptables/Iptables;14.0;12.0;18.0;1.0;2.0;9.4;1.1428572;2.142857;0.0;
http://genericity/examples/simpleImperative;6.0;5.0;1.0;2.0;2.0;3.2;1.8333334;2.8333335;0.0;
http:///org/equinoxosgi/toast/backend/data.ecore;7.0;12.0;25.0;0.0;2.0;9.2;1.0;8.0;0.0;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/edatatype_column;1.0;0.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;
https://github.com/hannesN/storynotes;13.0;3.0;28.0;2.0;3.0;9.8;2.4615386;2.4615386;0.42592594;
deploymentModels;5.0;6.0;5.0;0.0;1.0;3.4;1.0;7.0;0.0;
http:///datamining.ecore;204.0;315.0;197.0;7.0;2.0;145.0;4.848039;835.848;0.90518516;
http://b3backend/1.0;100.0;87.0;57.0;5.0;3.0;50.4;2.7;29.7;0.54285717;
http://www.rogueai.com/janki/html;59.0;14.0;98.0;4.0;0.0;35.0;2.3728814;37.37288;0.6042403;
http:///org/eclipse/jst/ws/internal/cxf/core/model.ecore;7.0;0.0;71.0;3.0;0.0;16.2;2.2857144;2.2857144;0.62032086;
http:///thirdstage/message/meta.ecore;3.0;2.0;7.0;0.0;2.0;2.8;1.0;1.0;0.0;
http://cfg/1.0;5.0;8.0;1.0;1.0;2.0;3.4;1.4;15.4;0.47058824;
http:///org/isistan/flabot/launcher/filter/filtermodel.ecore;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
platform:/resource/qa/model/qa.ecore;13.0;8.0;12.0;2.0;2.0;7.4;1.7692307;7.769231;0.3939394;
http://www.emftext.org/language/formular;10.0;6.0;7.0;1.0;3.0;5.4;1.5;2.5;0.0;
http://www.hishidama.jp/xtext/afw/batch_dsl/BatchDsl;6.0;6.0;12.0;0.0;1.0;5.0;1.0;2.0;0.0;
http://www.eclipse.org/etrice/Room;82.0;126.0;40.0;4.0;6.0;51.6;2.0731707;33.07317;0.4216028;
http://www.xtext.org/example/rmodp/RmOdp;63.0;100.0;67.0;2.0;4.0;47.2;1.4285715;37.42857;0.07734807;
EntityTG;7.0;4.0;3.0;1.0;2.0;3.4;1.5714285;3.5714285;0.36363637;
http:///buildingsmart.ifc.ecore;798.0;581.0;1466.0;9.0;5.0;571.8;4.6177945;1005.6178;0.7206986;
http://www.eclipse.org/papyurs/0.7.0/Resource;2.0;1.0;0.0;1.0;1.0;1.0;1.5;1.5;0.0;
http://www.openapplications.org/oagis/9/codelists;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;NaN;
http://soamodel/1.0;19.0;21.0;16.0;1.0;5.0;12.4;1.5789474;25.578947;0.525641;
http://ocl.eclipse.org/tutorial/eclipsecon2011/OCLStates;7.0;8.0;8.0;1.0;2.0;5.2;1.2857143;5.285714;0.33333334;
http://automotive-his.de/200706/rif;84.0;110.0;223.0;0.0;6.0;84.6;1.0;1.0;0.0;
jobtool;4.0;6.0;20.0;1.0;1.0;6.4;1.25;13.25;0.10344828;
http://www.jboss.org/tools/web/jsoneditor/JSON;11.0;5.0;2.0;1.0;3.0;4.4;1.4545455;1.4545455;0.41666666;
http://www.eclipse.org/dltk/launching.ecore;2.0;1.0;7.0;0.0;1.0;2.2;1.0;1.0;0.0;
http:///org/wso2/carbonstudio/eclipse/ds;25.0;30.0;67.0;0.0;2.0;24.8;1.0;1.0;0.0;
http://www.jboss.org/drools/epn/MODEL;34.0;45.0;46.0;5.0;2.0;26.4;2.9117646;2.9117646;0.5539216;
http://callisto.blizzart.net/redmine/projects/ccu-lbe#editor;5.0;3.0;9.0;1.0;1.0;3.8;1.4;1.4;0.4;
http://www.ubicompforall.org/descriptor;13.0;4.0;15.0;4.0;2.0;7.6;2.9230769;3.9230769;0.6935484;
http://www.xtext.org/rollercoaster/dsl/Coaster;6.0;4.0;17.0;0.0;2.0;5.8;1.0;1.0;0.0;
apromore;19.0;7.0;10.0;3.0;2.0;8.2;2.8947368;5.894737;0.7258065;
http://www.clinigrid.org/Capillary/2011/Transformation/Extensions;6.0;0.0;0.0;1.0;0.0;1.4;1.3333334;1.3333334;NaN;
http://www.amcl.tuc.gr/aseme/metamodels/SUC;5.0;5.0;3.0;1.0;1.0;3.0;1.4;8.4;0.33333334;
fl;9.0;12.0;7.0;1.0;2.0;6.2;1.5555556;1.5555556;0.0;
miniJava/1.0;20.0;19.0;7.0;1.0;1.0;9.6;1.75;1.75;0.0;
http://kieler.cs.cau.de/2011-07-25/ServiceData/1.0;9.0;11.0;26.0;0.0;4.0;10.0;1.0;4.0;0.0;
http://www.eclipse.org/emf/2003/XMLType;4.0;4.0;11.0;1.0;1.0;4.2;1.25;2.25;0.16666667;
http://org.github.kw3r.spox.jotify;15.0;6.0;14.0;1.0;1.0;7.4;1.1333333;7.133333;0.0;
http://www.femto-st.fr/disc/problem;1.0;0.0;3.0;0.0;0.0;0.8;1.0;1.0;0.0;
http://statemachine_mk2/1.0;7.0;14.0;3.0;1.0;2.0;5.4;1.4285715;18.428572;0.34615386;
http://www.dawsonsystems.com/Swift;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://www.eclipse.org/gmf/2005/ToolDefinition;26.0;12.0;16.0;3.0;2.0;11.8;2.0384614;6.0384617;0.5882353;
http://de.broicher.factorgraph.graphEditor;7.0;7.0;11.0;2.0;1.0;5.6;2.0;6.0;0.28;
http://thingml;78.0;90.0;14.0;5.0;7.0;38.8;2.897436;49.897438;0.5755102;
http://entidades/1.0;2.0;2.0;10.0;0.0;1.0;3.0;1.0;3.0;0.0;
cep.meta;17.0;21.0;16.0;1.0;4.0;11.8;1.2941177;29.294117;0.39344263;
http:///RobotMLLibraries.ecore;85.0;93.0;175.0;0.0;3.0;71.2;1.0;1.0;0.0;
http://www.eclipse.org/xtext/example/Knapsack;2.0;2.0;6.0;0.0;1.0;2.2;1.0;1.0;0.0;
http://www.applause.org/applausedsl/ApplauseDsl;43.0;49.0;17.0;3.0;4.0;23.2;2.1162791;8.11628;0.19512194;
http:///org/jboss/tools/seam/ui/pages/editor/ecore/pages.ecore;6.0;6.0;10.0;1.0;0.0;4.6;1.6666666;19.666668;0.6666667;
http://www.eclipse.org/e4/tm.ecore;49.0;15.0;42.0;7.0;2.0;23.0;4.265306;9.265306;0.8649289;
log;112.0;138.0;213.0;2.0;5.0;94.0;1.5625;243.5625;0.3184466;
http://eclectic.org/frontend/koanL;14.0;6.0;0.0;3.0;1.0;4.8;1.5;1.5;0.14285715;
http://schemas.microsoft.com/visio/2003/core;497.0;568.0;291.0;1.0;2.0;271.8;1.77666;1.77666;0.6959292;
http://schemas.microsoft.com/project;50.0;256.0;429.0;0.0;4.0;147.8;1.0;1.0;0.0;
http://www.bestsolution.at/efxclipse/tooling/svgpath/SvgPath;33.0;40.0;5.0;2.0;5.0;17.0;1.3636364;1.3636364;0.0;
http://www.efxclipse.org/rrobot/task/1.0;17.0;12.0;17.0;3.0;3.0;10.4;2.2941177;4.294118;0.38297874;
http://releng/1.0;6.0;8.0;8.0;1.0;2.0;5.0;1.1666666;8.166666;0.05882353;
runway;27.0;2.0;35.0;5.0;1.0;14.0;3.1851852;3.1851852;0.8238095;
http://statechart/1.0;4.0;8.0;9.0;0.0;2.0;4.6;1.0;9.0;0.0;
http://www.example.org/loadcurve;3.0;4.0;7.0;0.0;1.0;3.0;1.0;1.0;0.0;
http://www.tu-dresden.de/ocl20/pivot/2011/tracermodel;2.0;4.0;3.0;0.0;2.0;2.2;1.0;5.0;0.0;
http://joomla.org/schema/extension-manifest;17.0;18.0;32.0;1.0;3.0;14.2;1.5294118;3.5294118;0.2647059;
urn:jbpm.org:jpdl-3.2;30.0;136.0;136.0;1.0;2.0;61.0;1.0333333;1.0333333;0.014492754;
http://www.eclipse.org/hyades/schema/ProcessUnit.xsd;3.0;4.0;6.0;0.0;1.0;2.8;1.0;1.0;0.0;
http://contacts/1.0;2.0;2.0;19.0;0.0;1.0;4.8;1.0;1.0;0.0;
http://eclipselabs.org/mlang/common;10.0;2.0;3.0;5.0;1.0;4.2;3.4;4.4;0.7619048;
http://www.emftext.org/language/regexp;15.0;5.0;5.0;3.0;3.0;6.2;2.0666666;2.0666666;0.16666667;
http://series.examples.org;1.0;0.0;2.0;0.0;0.0;0.6;1.0;1.0;0.0;
http://www.emftext.org/language/primitivetypes;7.0;0.0;7.0;0.0;0.0;2.8;1.0;1.0;0.0;
http://www.xtext.org/example/index/greetings/Greetings;4.0;3.0;1.0;1.0;1.0;2.0;1.5;3.5;0.0;
http://webshop_builder_3k_model/1.0;29.0;26.0;25.0;1.0;4.0;17.0;1.3103448;21.310345;0.46875;
http://www.oasis-open.org/relaxng;23.0;26.0;10.0;6.0;2.0;13.4;2.3913043;2.3913043;0.35714287;
http://todolistdiag/1.0;4.0;8.0;7.0;0.0;1.0;4.0;1.0;13.0;0.0;
http://www.psi.ch/sics/hipadaba;5.0;7.0;7.0;0.0;2.0;4.2;1.0;1.0;0.0;
http://eclipselabs.org/emf4sw/person;1.0;1.0;1.0;0.0;0.0;0.6;1.0;2.0;0.0;
http://www.urban.urban;24.0;33.0;21.0;1.0;5.0;16.8;1.0416666;3.0416665;0.0;
http://sca.jpeojtrs.mil/profile;2.0;3.0;3.0;0.0;1.0;1.8;1.0;1.0;0.0;
lit_petriNets;6.0;14.0;2.0;1.0;0.0;4.6;1.3333334;40.333336;0.11111111;
http://www.emftext.org/language/petrinet;10.0;5.0;4.0;2.0;1.0;4.4;1.8;3.8;0.18181819;
http://www.bluexml.com/rwm/diagnostic/1.0/;2.0;1.0;4.0;0.0;1.0;1.6;1.0;1.0;0.0;
http://www.daisy.org/z3986/2005/ncx/;18.0;36.0;51.0;0.0;2.0;21.4;1.0;1.0;0.0;
http://newmm;6.0;10.0;1.0;1.0;2.0;4.0;1.5;15.5;0.21428572;
http://techno/1.0;58.0;55.0;59.0;1.0;5.0;35.6;1.1724138;12.172414;0.14925373;
http://irit.fr/gxl;5.0;3.0;2.0;2.0;2.0;2.8;2.0;2.0;0.5;
http://cor;13.0;23.0;8.0;0.0;3.0;9.4;1.0;17.0;0.0;
http://devtool.sourceforge.net/language/svgd;11.0;10.0;19.0;2.0;2.0;8.8;1.8181819;3.818182;0.14705883;
http://funthomas424242.github.com/rades/evm;16.0;12.0;12.0;2.0;3.0;9.0;1.8125;3.8125;0.3846154;
http://prisma.cos.ufrj.br/processreuseminer;5.0;6.0;10.0;0.0;2.0;4.6;1.0;2.0;0.0;
http://dependency-graph/1.0;9.0;13.0;21.0;2.0;1.0;9.2;2.3333333;30.333334;0.43333334;
http://zanshin.disi.unitn.it/1.0/core;19.0;17.0;15.0;4.0;3.0;11.6;2.7894738;38.789474;0.54285717;
SATEL;115.0;130.0;17.0;2.0;8.0;54.4;1.8782609;20.878262;0.11445783;
http://www.emftext.org/language/simpleGraph;8.0;8.0;7.0;2.0;2.0;5.4;2.125;10.125;0.61538464;
http://www.flower-platform.com/xmi/notation_1.0.0;10.0;8.0;13.0;3.0;2.0;7.2;2.8;15.8;0.70422536;
http://state.modulob.dubmas.de/1.0;58.0;58.0;34.0;2.0;4.0;31.2;1.9137931;25.913794;0.5183246;
http://big.tuwien.ac.at/smartmatcher/ui/gmf/sm_mm1;12.0;26.0;7.0;2.0;2.0;9.8;1.9166666;31.916668;0.53521127;
http://www.openxma.org/dsl/core/CoreDsl;50.0;43.0;39.0;4.0;5.0;28.2;1.92;10.92;0.28695652;
http://org.feature.multi.perspective.model/schema/1.0;7.0;7.0;1.0;2.0;1.0;3.6;1.8571428;12.857142;0.5;
http://www.correttouml.org/grammars/BooleanExpressions;7.0;9.0;9.0;1.0;1.0;5.4;1.4285715;1.4285715;0.0;
http://eclectic.org/frontend/patL;15.0;9.0;2.0;3.0;3.0;6.4;1.8;3.8;0.26666668;
http:///org/eclipse/emf/examples/library/extlibrary.ecore/1.0.0;14.0;17.0;15.0;4.0;1.0;10.2;2.7857144;24.785713;0.50769234;
platform:/resource/fr.irisa.triskell.kermeta.samples/class2RDBMS/metamodels/RDBMSMM.ecore;4.0;6.0;3.0;0.0;2.0;3.0;1.0;4.0;0.0;
platform:/resource/mddProject_AbstractSyntax/model/jdsl.ecore;8.0;5.0;17.0;1.0;1.0;6.4;1.875;1.875;0.2413793;
http:///school.ecore;7.0;16.0;9.0;1.0;1.0;6.8;1.1428572;40.142857;0.16666667;
http://uam.es/PetriNets;4.0;8.0;1.0;1.0;0.0;2.8;1.5;23.5;0.18181819;
http://www.eyal.fr/android;10.0;18.0;28.0;3.0;3.0;12.4;1.8;8.8;0.54901963;
http://system.modulob.dubmas.de/1.0;49.0;49.0;29.0;2.0;4.0;26.6;1.9795918;20.979591;0.5272727;
http://www.xconfig.org/Xconfig;4.0;3.0;3.0;0.0;3.0;2.6;1.0;1.0;0.0;
http://torusfw.org/org.torusfw.docbuilder.core/docbuilder.ecore;6.0;6.0;9.0;1.0;0.0;4.4;1.3333334;16.333332;0.21052632;
http://org/eclipse/emf/emfstore/fuzzy/config;5.0;6.0;12.0;0.0;2.0;5.0;1.0;2.0;0.0;
http://openscada.org/prototype/spreadsheet;1.0;0.0;3.0;0.0;0.0;0.8;1.0;1.0;0.0;
http://cdr.unc.edu/definitions/acl;3.0;4.0;7.0;0.0;1.0;3.0;1.0;1.0;0.0;
http:///org/eclipse/tigerstripe/annotation/ui/example/entityNote.ecore;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
platform:/resource/org.eclipse.etrice.etunit.converter/model/etunit.xsd;7.0;8.0;17.0;1.0;2.0;7.0;1.1428572;1.1428572;0.24242425;
http://www.eclipse.org/xtext/common/JavaVMTypes;51.0;33.0;28.0;7.0;2.0;24.2;2.9803922;36.980392;0.6514286;
http://www.xtext.org/example/mydsl/Insurance;2.0;2.0;7.0;0.0;1.0;2.4;1.0;2.0;0.0;
http:///com/ibm/uma/edit/tng/util/model.ecore;2.0;1.0;4.0;0.0;1.0;1.6;1.0;1.0;0.0;
http://www.github.com/funthomas424242/language/rezept;33.0;23.0;52.0;1.0;3.0;22.4;1.3636364;4.3636365;0.03846154;
http://www.emftext.org/language/tcltk;22.0;38.0;3.0;2.0;2.0;13.4;1.9090909;2.909091;0.0;
http://AccessControl/1.0;5.0;4.0;5.0;0.0;4.0;3.6;1.0;1.0;0.0;
http://camel.apache.org/schema/spring;187.0;881.0;467.0;4.0;2.0;308.2;2.9251337;2.9251337;0.67588365;
http://www.xtext.org/bhdrkn/Fouroperation;7.0;2.0;3.0;1.0;2.0;3.0;1.5714285;1.5714285;0.61538464;
http://org.eclipse.jst.jsf.facelet.core/faceletTaglib_1_0;10.0;2.0;12.0;2.0;1.0;5.4;2.0;4.0;0.36363637;
http://network/1.0;4.0;9.0;5.0;0.0;2.0;4.0;1.0;7.0;0.0;
http://www.w3.org/2005/08/addressing;9.0;20.0;19.0;0.0;1.0;9.8;1.0;1.0;0.0;
http://www.eclipse.org/gmf/2006/GraphicalDefinition;67.0;51.0;65.0;8.0;4.0;39.0;3.164179;24.164179;0.77692306;
http://www.neclipse.org/xtext/objectdsl/ObjectDsl;8.0;7.0;4.0;1.0;3.0;4.6;1.125;2.125;0.0;
http://klaper.sourceforge.net/metamodels/q4bpmn/1.0;3.0;2.0;8.0;1.0;2.0;3.2;1.3333334;2.3333335;0.09090909;
http://www.tools.skysail/eclipse/DependenciesDsl;2.0;1.0;7.0;0.0;1.0;2.2;1.0;1.0;0.0;
http://www.bonitasoft.org/ns/connector/implementation/6.0;4.0;4.0;9.0;1.0;1.0;3.8;1.25;1.25;0.3809524;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/toone;4.0;4.0;3.0;0.0;1.0;2.4;1.0;9.0;0.0;
http://www.osate.org/org/osate/ocarina/real/xtext/REAL;22.0;33.0;23.0;1.0;4.0;16.6;1.0454545;1.0454545;0.050847456;
http:///org/eclipse/bpel/ui/uiextensionmodel.ecore;13.0;0.0;16.0;0.0;0.0;5.8;1.0;1.0;0.0;
http://www.marcotinacci.unifi/thesis/seal/Seal;31.0;52.0;11.0;1.0;4.0;19.8;1.6129032;11.612904;0.0;
www.chw-thesis-WS09.de;6.0;4.0;6.0;2.0;1.0;3.8;1.8333334;1.8333334;0.47368422;
http://mgraph/1.1;3.0;8.0;3.0;0.0;0.0;2.8;1.0;23.0;0.0;
http://www.eclipse.org/papyrus/properties/fieldSelection;3.0;4.0;4.0;0.0;1.0;2.4;1.0;1.0;0.0;
http://nemo.inf.ufes.br/ontouml/refontouml;79.0;80.0;42.0;13.0;4.0;43.6;8.962026;147.96204;0.93638813;
http://www.scribble.org/Scribble;17.0;14.0;28.0;1.0;2.0;12.4;1.4705882;1.4705882;0.0;
http://openscada.org/Deploy/Configurator;12.0;7.0;4.0;3.0;1.0;5.4;2.25;6.25;0.5416667;
http:///orgomg.ecore;183.0;289.0;170.0;7.0;2.0;130.2;4.6775956;762.6776;0.90079963;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/lob;1.0;0.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;
http://modembed.hu/;73.0;79.0;38.0;4.0;4.0;39.6;2.8493152;28.849316;0.6507463;
http:///mil/jpeojtrs/sca/cf.ecore;44.0;0.0;0.0;21.0;0.0;13.0;6.181818;6.181818;NaN;
http://kermeta.org/sample/class2rdbms/ClassMM.ecore;6.0;7.0;5.0;1.0;3.0;4.4;1.3333334;5.3333335;0.14285715;
http://ludomodel/1.0;7.0;10.0;2.0;1.0;1.0;4.2;1.7142857;22.714285;0.29411766;
http://www.enseeiht.fr/PDL1;5.0;3.0;4.0;1.0;1.0;2.8;1.6;3.6;0.0;
http://eclipse.org/mylyn/models/build;26.0;29.0;68.0;1.0;2.0;25.2;1.5384616;32.53846;0.37820512;
cs.nju.edu.cn;15.0;16.0;12.0;4.0;2.0;9.8;2.9333334;42.933334;0.81935483;
http://www.eclipse.org/emf/teneo/samples/emf/annotations/associationoverride;4.0;1.0;6.0;1.0;1.0;2.6;1.5;1.5;0.46153846;
http://www.obeo.fr/dsl/version;4.0;6.0;5.0;0.0;1.0;3.2;1.0;4.0;0.0;
http://www.emftext.org/language/ube;6.0;3.0;3.0;2.0;2.0;3.2;2.0;3.0;0.4;
http://www.emftext.org/language/lambdacalculus;8.0;6.0;1.0;1.0;1.0;3.4;1.625;2.625;0.22222222;
http://fuse.com/tools/message;5.0;7.0;9.0;0.0;2.0;4.6;1.0;1.0;0.0;
http://eclipse.org/mylyn/reviews/core/1.0;21.0;37.0;35.0;3.0;2.0;19.6;1.8095238;36.809525;0.43307087;
hExample_1_RHS;2.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;
http://www.onair.fr/dsl/safety/Altarica;72.0;83.0;12.0;4.0;4.0;35.0;2.3194444;10.319445;0.23387097;
